CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2/29/2016,0.546825534,,,0.49,,0.53,,0.535,,0.53,,0.505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11/30/2015,0.448212858,,,0.43,,0.425,,0.44,,0.41,,0.435,,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8/31/2015,0.671948022,,,0.595,,0.57,,0.605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5/29/2015,0.491588997,,,0.415,,0.45,,0.47,,0.475,,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2/27/2015,0.447499434,,,0.42,,0.43,,0.445,,0.44,,0.335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11/28/2014,0.370140145,,,0.35,,0.335,,0.34,,0.355,,0.35,,0.445,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8/29/2014,0.54276687,,,0.44,,0.455,,0.46,,0.47,,0.475,,0.41,,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5/30/2014,0.389857015,,,0.375,,0.41,,0.42,,0.395,,0.365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2/28/2014,0.378536693,,,0.36,,0.365,,0.36,,0.39,,0.33,,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11/29/2013,0.294860532,,,0.29,,0.395,,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8/30/2013,0.428242012,,,0.39,,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5/31/2013,0.36566674,,,0.37,,0.385,,0.335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2/27/2013,0.474936931,,,0.335,,0.3375,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11/29/2012,0.210249671,,,0.25,,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8/30/2012,0.307217165,,,0.685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5/30/2012,0.29320658,,,0.345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2/28/2012,0.299593409,,,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11/30/2011,0.250266809,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8/31/2011,0.3399747,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5/31/2011,0.305744287,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2/28/2011,0.26930999,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11/30/2010,0.234310911,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8/31/2010,0.286021285,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5/28/2010,0.264172909,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2/26/2010,0.252285192,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11/30/2009,0.18958544,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8/31/2009,0.260882832,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5/29/2009,0.175,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2/27/2009,0.125,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11/28/2008,0.2,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8/29/2008,0.2575,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5/30/2008,0.245,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2/29/2008,0.23,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11/30/2007,0.1775,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8/31/2007,0.28,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5/31/2007,0.215,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2/28/2007,0.17,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11/30/2006,0.16,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8/31/2006,0.185,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5/31/2006,0.16,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2/28/2006,0.155,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11/30/2005,0.1425,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8/31/2005,0.2,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5/31/2005,0.1625,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2/28/2005,0.12625,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11/30/2004,0.12125,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8/31/2004,0.15125,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5/28/2004,0.14125,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2/27/2004,0.0925,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11/28/2003,0.0825,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8/29/2003,0.1225,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5/30/2003,0.11375,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2/28/2003,0.05875,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11/29/2002,0.07125,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8/30/2002,-0.0225,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5/31/2002,0.095,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2/28/2002,0.0575,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11/30/2001,0.06,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8/31/2001,0.09125,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5/31/2001,0.07375,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2/28/2001,0.04375,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11/30/2000,0.055,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8/31/2000,0.09625,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5/31/2000,0.05375,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2/29/2000,0.065,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11/30/1999,0.0475,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8/31/1999,0.0875,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5/28/1999,0.04,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2/26/1999,0.055,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11/30/1998,0.03,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8/31/1998,0.07,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5/29/1998,-0.0275,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2/27/1998,0.03125,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11/28/1997,0.06,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8/29/1997,0.10625,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5/30/1997,0.06625,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2/28/1997,0.1,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11/29/1996,0.075,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8/30/1996,0.095625,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5/31/1996,0.066875,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2/29/1996,0.04875,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11/30/1995,0.05,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
