CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/2/2023,6/30/2023,0.7,1.08,,1.16,,1.2,,1.25,,1.46,,1.7,,1.77,,1.9,,3.32,,3.43,,3.43,,3.47,,3.47,,3.44,,3.44,,,,2.65,,2.81,,2.79,,3.06,,3.01,,2.7,,2.63,,2.321440186,,,,,,,,,,,,,,,,,,,,,,,,
,5/3/2023,3/30/2023,0.05,0.63,,0.51,,0.9,,1.36,,1.49,,1.58,,2.97,,3.06,,3.06,,3.06,,3.06,,3,,3,,,,2.03,,2.54,,2.56,,2.91,,2.93,,2.8,,2.69,,2.006852497,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/15/2023,12/30/2022,0.83,1.79,,1.76,,1.76,,1.88,,3.78,,3.81,,3.81,,3.88,,3.88,,3.89,,3.73,,3.79,,3.73,2/22/2022,3.33,2/21/2022,3.29,,3.43,,3.38,,3.14,,3.08,,2.538397213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/2/2022,9/30/2022,0.83,1.75,,3.21,,3.26,,3.26,,3.21,,3.19,,3.19,,3.12,,3.18,,3.13,,3.08,,3.13,,3.08,,3,,2.89,,2.451614402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/3/2022,6/30/2022,2.21,2.99,,2.63,,2.63,,2.62,,2.61,,2.66,,2.65,,2.81,,2.79,,3.06,,3.01,,2.7,,2.63,,2.321440186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/4/2022,3/31/2022,1.57,2.09,,1.94,,1.95,,2.03,,2.54,,2.56,,2.91,,2.93,,2.8,,2.69,,2.006852497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/16/2022,12/31/2021,2.04,2.51,,2.4,,2.41,,2.95,,2.97,,2.91,,2.84,,2.34,,2.03,,2.05,,1.95,,1.58,,1.735991379,,1.86150289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/2/2021,9/30/2021,1.93,2.35,,2.32,,2.4,,2.56,,2.54,,2.26,,2.03,,2.06,,1.84,,1.48,,1.597112069,,1.771791908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/28/2021,6/30/2021,2.01,2.39,,2.32,,2.3,,2.14,,1.72,,1.67,,1.53,,1.18,,1.111034483,,1.34566474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/29/2021,3/31/2021,2.324417391,2.38,,1.87,,1.85,,1.51,,1.45,,1.18,,1.03,,0.925862069,,0.908323699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/11/2021,12/31/2020,1.953571662,2.12,,1.96,,1.97,,1.89,,1.39,,1.5,,1.66,,1.5,,1.49,,1.44,,1.43,,1.38,,1.446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/28/2020,9/30/2020,1.803129104,2.08,,1.72,,1.65,,1.24,,1.38,,1.58,,1.54,,1.53,,1.48,,1.44,,1.45,,1.42,,1.34,,1.372652174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/30/2020,6/30/2020,1.019107729,1.4,,0.89,,0.86,,0.96,,1.2,,1.32,,1.29,,1.25,,1.27,,1.173565217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/30/2020,3/31/2020,0.702550167,0.87,,0.8,,0.81,,1.07,,1.01,,0.97,,0.94,,0.83,,0.827782609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/13/2020,12/31/2019,1.101154939,1.53,,1.36,,1.35,,1.37,,1.35,,1.34,,1.36,,1.38,,1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/31/2019,9/30/2019,1.203971439,1.43,,1.33,,1.28,,1.32,,1.31,,1.32,,1.31,,1.21,,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/1/2019,6/28/2019,0.992823383,1.2,,1.09,,1.08,,1.09,,1.12,,1.13,,1.12,,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/2/2019,3/29/2019,0.760048778,0.91,,0.78,,0.79,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/14/2019,12/31/2018,1.19751967,1.42,,1.39,,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/1/2018,9/28/2018,1.106777084,1.43,,1.08,,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/1/2018,6/29/2018,0.821149852,1.11,,0.9,,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/2/2018,3/29/2018,0.415846765,0.74,,0.63,,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/29/2017,1.298798504,,,1.19,,1.05,,1,,0.91,,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/29/2017,0.637211918,,,0.88,,0.85,,0.83,,0.86,,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/30/2017,0.409672244,,,0.64,,0.69,,0.73,,0.71,,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/31/2017,0.204048149,,,0.41,,0.6,,0.53,,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/30/2016,0.653344354,,,1.03,,0.95,,0.98,,0.91,,0.93,,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/30/2016,0.402035331,,,0.77,,0.96,,0.94,,0.92,,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/30/2016,0.314632422,,,0.6,,0.62,,0.66,,0.62,,0.63,,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/31/2016,0.153273181,,,0.42,,0.59,,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/31/2015,0.136085433,,,0.89,,0.9,,0.91,,1.07,,0.92,,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/30/2015,0.491974375,,,0.79,,0.8,,0.94,,0.92,,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/30/2015,0.211866273,,,0.59,,0.81,,0.85,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/31/2015,0.280857456,,,0.63,,0.79,,0.89,,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/31/2014,0.70385904,,,0.77,,0.79,,1.11,,1.08,,0.9,,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/30/2014,0.521138367,,,1.03,,1.05,,1.14,,0.95,,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/30/2014,0.770816952,,,0.79,,0.88,,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/31/2014,0.495668454,,,0.74,,1.03,,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/31/2013,0.693920234,,,0.9,,0.77,,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/30/2013,0.67384468,,,0.83,,0.79,,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/28/2013,0.404729441,,,0.76,,0.67,,0.68,,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/28/2013,0.728546373,,,0.96,,0.97,,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/31/2012,0.407140502,,,0.69,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/28/2012,0.369268354,,,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/29/2012,0.135988455,,,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/30/2012,0.437950289,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/30/2011,3.907150606,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/30/2011,0.552564324,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/30/2011,0.225772355,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/31/2011,0.071928827,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/31/2010,0.28,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/30/2010,0.34,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/30/2010,0.19,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
