CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_3,Q_EPS_Projections_Date_3,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/6/2024,6/30/2024,0.14,0.25,,0.2,,0.2,,0.32,,0.32,,0.31,,0.31,,0.32,,0.31,,0.3,,0.3,,,,0.27,,0.32,,0.31,,0.3,,0.34,,0.34,,0.34,,0.31,,0.3,,0.3,,0.3,,,,0.26,,0.26,,0.27,,0.27,,0.27,,0.28,,0.29,,0.29,,0.31,,0.27,,0.29,,0.31,,0.31,,,,,,,,,,,,,
,5/7/2024,3/30/2024,-0.01,0.09,,0.18,,0.18,,0.27,,0.27,,0.3,,0.3,,0.3,,0.29,,,,0.23,,0.25,,0.25,,0.24,,0.26,,0.26,,0.26,,0.26,,0.26,,0.26,,0.26,,,,0.25,,0.25,,0.25,,0.25,,0.25,,0.25,,0.27,,0.27,,0.28,,0.22,,0.25,,0.28,,0.28,,,,,,,,,,,,,,,,,
,2/27/2024,12/31/2023,0.14,0.18,4/10/2023,0.16,4/10/2023,0.17,4/10/2023,0.23,4/10/2023,0.22,4/10/2023,0.23,4/10/2023,0.23,4/10/2023,0.23,4/10/2023,0.23,3/2/2023,0.28,1/24/2023,0.26,12/17/2022,0.26,11/10/2022,0.3,10/21/2022,0.3,9/17/2022,0.3,8/14/2022,0.29,7/20/2022,0.29,6/20/2022,0.29,5/14/2022,0.29,4/10/2022,,3/7/2022,0.25,1/19/2022,0.25,12/14/2021,0.25,11/10/2021,0.24,10/18/2021,0.24,9/16/2021,0.24,8/11/2021,0.27,7/12/2021,0.27,6/11/2021,0.26,5/11/2021,0.25,4/4/2021,0.25,3/3/2021,0.25,1/9/2021,0.25,1/8/2021,,,,,,,,,,,,,,,,,,,,
,11/7/2023,9/30/2023,0.27,0.31,,0.27,,0.26,,0.25,,0.25,,0.25,,0.25,,0.3,,0.29,,0.29,,0.3,,0.3,,0.3,,0.33,,0.32,,0.32,,0.32,,,,0.26,,0.25,,0.25,,0.26,,0.26,,0.27,,0.29,,0.29,,0.3,,0.28,,0.29,,0.3,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,
,8/8/2023,6/30/2023,0.24,0.32,,0.26,,0.26,,0.27,,0.27,,0.32,,0.31,,0.3,,0.34,,0.34,,0.34,,0.31,,0.3,,0.3,,0.3,,,,0.26,,0.26,,0.27,,0.27,,0.27,,0.28,,0.29,,0.29,,0.31,,0.27,,0.29,,0.31,,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/9/2023,3/30/2023,0.14,0.27,,0.23,,0.23,,0.25,,0.25,,0.24,,0.26,,0.26,,0.26,,0.26,,0.26,,0.26,,0.26,,,,0.25,,0.25,,0.25,,0.25,,0.25,,0.25,,0.27,,0.27,,0.28,,0.22,,0.25,,0.28,,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/28/2023,12/31/2022,0.16,0.25,,0.23,,0.23,,0.23,,0.24,,0.24,,0.24,,0.24,,0.24,,0.24,,0.24,,0.24,,0.25,1/19/2022,0.25,12/14/2021,0.25,11/10/2021,0.24,10/18/2021,0.24,9/16/2021,0.24,8/11/2021,0.27,7/12/2021,0.27,6/11/2021,0.26,5/11/2021,0.25,4/4/2021,0.25,3/3/2021,0.25,1/9/2021,0.25,1/8/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/8/2022,9/30/2022,0.17,0.27,,0.25,,0.25,,0.25,,0.27,,0.27,,0.27,,0.26,,0.26,,0.26,,0.25,,0.25,,0.26,,0.26,,0.27,,0.29,,0.29,,0.3,,0.28,,0.29,,0.3,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/9/2022,6/30/2022,0.2,0.29,,0.24,,0.24,,0.24,,0.25,,0.25,,0.26,,0.26,,0.27,,0.27,,0.27,,0.28,,0.29,,0.29,,0.31,,0.27,,0.29,,0.31,,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/10/2022,3/31/2022,0.12,0.22,,0.2,,0.2,,0.25,,0.25,,0.25,,0.25,,0.25,,0.25,,0.27,,0.27,,0.28,,0.22,,0.25,,0.28,,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/1/2022,12/31/2021,0.07,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.21,,0.23,,0.23,,0.24,,0.25,4/4/2021,0.25,3/3/2021,0.25,1/9/2021,0.25,1/8/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/9/2021,9/30/2021,0.17,0.24,,0.22,,0.22,,0.23,,0.26,,0.26,,0.27,,0.28,,0.29,,0.3,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/10/2021,6/30/2021,0.2,0.23,,0.24,,0.24,,0.25,,0.27,,0.29,,0.31,,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/11/2021,3/31/2021,0.19,0.23,,0.22,,0.25,,0.28,,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/2/2021,12/31/2020,0.24,0.24,,0.23,,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/10/2020,9/25/2020,0.407994681,0.5,,0.407994681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/10/2020,6/26/2020,0.297106005,0.42,,0.297106005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/11/2020,3/27/2020,0.132814723,0.36,,0.132814723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/24/2020,12/27/2019,0.1052903,0.21,,0.1052903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/11/2019,9/27/2019,0.133071483,0.22,,0.133071483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/13/2019,6/28/2019,-0.150407946,0.2,,-0.150407946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/29/2019,0.055431564,,,0.055431564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/28/2018,-0.067352065,,,-0.067352065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/28/2018,0.111921893,,,0.111921893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/29/2018,0.106346333,,,0.106346333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/29/2018,0.17265625,,,0.17265625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/29/2017,0.163071842,,,0.163071842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/29/2017,0.098711571,,,0.098711571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/30/2017,0.100383267,,,0.100383267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/31/2017,0.057836582,,,0.057836582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/29/2016,0.0525,,,0.0525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/29/2016,0.0525,,,0.0525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/30/2016,0.0525,,,0.0525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
