CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_3,Q_EPS_Projections_Date_3,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,,,,,,,,,,,,,,,,,,,,,,,,
,7/29/2021,6/30/2021,1.22,1.22,,-0.14,,-0.1,,-0.04,,-0.33,,-0.34,,0.02,,0.03,,0.02,,0.46,,0.63,,0.68,,1.15,,1.18,,1.34,,1.34,,,,,,,,,,,,,
,4/29/2021,3/31/2021,0.71,0.71,,0.9,,0.79,,0.35,,-0.41,,-0.41,,0.16,,0.2,,0.51,,0.43,,0.84,,0.91,,0.91,,,,,,,,,,,,,,,,,,,
,2/4/2021,12/31/2020,-0.93,-0.93,,-0.84,,-0.84,,-0.28,4/4/2020,0.03,4/4/2020,0.07,4/4/2020,0.49,4/4/2020,0.63,4/4/2020,0.95,4/4/2020,1.3,4/4/2020,1.6,3/2/2020,1.67,1/31/2020,1.64,1/11/2020,1.67,9/26/2019,1.58,,1.58,,1.59,,1.65,1.510255102,,,,,,,,
,10/29/2020,9/30/2020,0.66,0.66,,-0.33,,-0.31,,0.28,,0.36,,0.65,,1.17,,1.91,,1.91,,1.96,,1.93,,1.84,,1.84,,1.83,,1.9,1.827091837,,,,,,,,,,,,,,
,7/30/2020,6/30/2020,-0.51,-0.51,,-0.28,,-0.44,,0.76,,1.63,,1.67,,1.75,,1.77,,1.72,,1.72,,1.68,,1.65,1.63,1.636989796,,,,,,,,,,,,,,,,,,,
,5/6/2020,3/31/2020,0.59,0.59,,1.12,,1.25,,1.27,,1.35,,1.36,,1.4,,1.4,,1.13,,1.235663265,,,,,,,,,,,,,,,,,,,,,,,,,
,1/30/2020,12/31/2019,1.43,1.43,,1.41,,1.43,,1.45,,1.45,,1.47,,1.45,1.43,1.33,1.27,1.26,1.29,1.33,1.38,,,,,,,,,,,,,,,,,,,,,,,,
,10/30/2019,9/30/2019,1.79,1.79,,1.74,,1.75,,1.75,,1.74,,1.73,1.69,1.65,1.63,1.6,1.51,1.52,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/31/2019,6/28/2019,1.710511491,1.71,,1.59,,1.56,,1.55,,1.51,1.45,1.51,1.52,1.51,1.36,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/25/2019,3/29/2019,1.692598564,1.33,,1.15,,1.17,,1.16,,1.14,1.17,1.18,1.12,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1/31/2019,12/31/2018,1.276847553,1.28,,1.08,,1.09,,1.07,,1.05,1.03,1.02,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/30/2018,9/28/2018,1.567467583,1.57,,1.4,,1.33,,1.35,,1.34,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/26/2018,6/29/2018,1.433655245,1.43,,1.22,,1.2,,1.18,,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/26/2018,3/29/2018,1.025059868,1.03,,0.86,,0.84,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/1/2018,12/29/2017,5.455927738,,,0.71,,0.66,,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/25/2017,9/29/2017,1.011963075,,,0.97,,0.99,,1,,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/27/2017,6/30/2017,0.95280971,,,0.87,,0.86,,0.88,,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/27/2017,3/31/2017,0.6538476,,,0.52,,0.55,,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/2/2017,12/30/2016,-5.221419325,,,0.52,,0.54,,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/27/2016,9/30/2016,0.787520726,,,0.81,,0.77,,0.8,,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/28/2016,6/30/2016,0.77104648,,,0.67,,0.61,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/28/2016,3/31/2016,0.520859769,,,0.25,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/31/2015,0.783127166,,,0.45,,0.43,,0.38,,0.3,0.2,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/30/2015,0.707226707,,,0.66,,0.47,,0.43,,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/30/2015,0.605626215,,,0.26,,0.16,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/31/2015,0.183615819,,,-0.03,,-0.05,,-0.12,,-0.1,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/31/2014,-0.544553875,,,0.13,,0.09,,0.24,,0.23,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/30/2014,0.794392344,,,0.4,,0.41,,0.46,,-0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/30/2014,-0.287927632,,,-0.21,,0.23,,0.35,,-0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/31/2014,-0.444692716,,,-0.44,,-0.08,,-0.1,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/31/2013,0.165449514,,,0.14,,0.55,,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/30/2013,0.501672686,,,0.46,,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/28/2013,0.394351723,,,0.34,,0.39,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/28/2013,0.061584471,,,-0.01,,0.02,,0.11,,0.18,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/31/2012,0.267364506,,,0.19,,0.26,,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/28/2012,0.401376719,,,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/29/2012,0.32748267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/30/2012,-0.013403825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/30/2011,-0.344169652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/30/2011,0.002217337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/30/2011,0.029566619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/31/2011,-0.205463933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/31/2010,0.667743499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/30/2010,0.44843673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/30/2010,0.328943193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/31/2010,0.264033483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/31/2009,0.344395189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/30/2009,0.504254042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/30/2009,0.463577213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/31/2009,0.163198495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/31/2008,0.368737824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/30/2008,0.45346902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/30/2008,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/31/2008,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/31/2007,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/28/2007,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/29/2007,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/30/2007,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/29/2006,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/29/2006,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/30/2006,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/31/2006,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/30/2005,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/30/2005,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/30/2005,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
