CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,,,,,,,,,,,,,,,,,
,8/3/2022,6/30/2022,0.412329724,0.41,,0.32,,0.25,,0.017096774,,,,,,,,,,,,,,,,,,
,4/28/2022,3/31/2022,0.329571771,0.33,,0.28,,0.11,,0,,,,,,,,,,,,,,,,,,
,2/9/2022,12/31/2021,0.438668059,0.44,,0.39,,0.2,,0.25,,0.12,,0.19,,,,,,,,,,,,,,
,10/26/2021,9/30/2021,0.279936487,0.28,,0.18,,0.17,,0.06,,0.1,,,,,,,,,,,,,,,,
,8/3/2021,6/30/2021,0.286278773,0.19,,0.18,,0.01,,0.02,,0.05,,,,,,,,,,,,,,,,
,5/4/2021,3/31/2021,0.08962366,0.09,,0.02,,0,,0.03,,0.06,,,,,,,,,,,,,,,,
,2/9/2021,12/31/2020,0.300384011,0.27,,0.18,,0.1,,0.06,,0.12,,0.34,,0.2,,0.24,,,,,,,,,,
,10/28/2020,9/30/2020,0.075096424,0.08,,0.08,,0,,-0.01,,0.14,,0.13,,0.12,,0.16,,,,,,,,,,
,8/5/2020,6/30/2020,-0.082872375,-0.08,,-0.09,,0.09,,0.1,,,,,,,,,,,,,,,,,,
,5/6/2020,3/31/2020,0.046078564,0.05,,0.03,,0.08,,0.09,,0.06,,,,,,,,,,,,,,,,
,,12/31/2019,0.21620937,,,0.17,,0.11,,0.14,,0.21,,0.2,,0.36,,,,,,,,,,,,
,,9/30/2019,0.107825102,,,0.07,,0.11,,0.27,,,,,,,,,,,,,,,,,,
,,6/28/2019,0.11200671,,,0.03,,0.02,,0.13,,0.24,,,,,,,,,,,,,,,,
,,3/28/2019,0.047595079,,,0.04,,0.09,,0.21,,,,,,,,,,,,,,,,,,
,,12/28/2018,0.189013371,,,0.15,,0.27,,,,,,,,,,,,,,,,,,,,
,,9/27/2018,0.082964993,,,0.15,,,,,,,,,,,,,,,,,,,,,,
,,6/28/2018,0.03731934,,,nan,,,,,,,,,,,,,,,,,,,,,,
,,3/28/2018,0.002205027,,,nan,,,,,,,,,,,,,,,,,,,,,,
,,12/28/2017,-1.442049007,,,0.33,,0.3,,0.36,,,,,,,,,,,,,,,,,,
,,9/28/2017,0.097522537,,,0.18,,0.24,,0.33,,,,,,,,,,,,,,,,,,
,,6/29/2017,-1.473534181,,,0.24,,0.3,,,,,,,,,,,,,,,,,,,,
,,3/30/2017,-0.080297344,,,0.21,,0.24,,,,,,,,,,,,,,,,,,,,
,,12/29/2016,0.012341907,,,0.36,,0.27,,0.66,,,,,,,,,,,,,,,,,,
,,9/29/2016,0.189286402,,,0.3,,0.21,,0.24,,0.48,,,,,,,,,,,,,,,,
,,6/29/2016,0.023009818,,,0.27,,0.18,,0.21,,0.39,,,,,,,,,,,,,,,,
,,3/30/2016,-0.2208755,,,0.18,,0.21,,0.33,,,,,,,,,,,,,,,,,,
,,12/30/2015,-0.69195094,,,0.21,,0.18,,0.27,,1.05,,1.44,,,,,,,,,,,,,,
,,9/29/2015,0.82973117,,,0.21,,0.3,,0.84,,1.02,,,,,,,,,,,,,,,,
,,6/29/2015,0.346526997,,,0.33,,0.75,,1.2,,,,,,,,,,,,,,,,,,
,,3/30/2015,0.431455199,,,0.42,,0.69,,1.32,,,,,,,,,,,,,,,,,,
,,12/30/2014,-0.24199668,,,0.42,,0.48,,1.17,,1.11,,0.81,,1.44,,1.53,,1.56,,0.9,,,,,,
,,9/29/2014,0.734179038,,,1.02,,0.81,,1.2,,1.02,,1.23,,1.05,,1.47,,1.08,,,,,,,,
,,6/27/2014,0.768550365,,,1.17,,1.17,,1.14,,0.99,,1.05,,1.44,,0.93,,,,,,,,,,
,,3/28/2014,0.607510333,,,1.02,,1.26,,1.44,,1.41,,1.05,,,,,,,,,,,,,,
,,12/30/2013,-0.423526586,,,1.23,,1.38,,1.17,,,,,,,,,,,,,,,,,,
,,9/27/2013,-0.546198223,,,0.81,,1.35,,,,,,,,,,,,,,,,,,,,
,,6/27/2013,0.747210879,,,0.9,,1.14,,1.05,,,,,,,,,,,,,,,,,,
,,3/27/2013,1.010393181,,,1.05,,0.99,,,,,,,,,,,,,,,,,,,,
,,12/28/2012,0.157782705,,,0.99,,0.63,,,,,,,,,,,,,,,,,,,,
,,9/27/2012,0.5,,,0.63,,,,,,,,,,,,,,,,,,,,,,
,,6/28/2012,0.262821792,,,0.6,,,,,,,,,,,,,,,,,,,,,,
,,3/29/2012,0.110922354,,,0.24,,,,,,,,,,,,,,,,,,,,,,
,,12/29/2011,0.05784294,,,nan,,,,,,,,,,,,,,,,,,,,,,
,,9/29/2011,0.00599221,,,nan,,,,,,,,,,,,,,,,,,,,,,
,,6/29/2011,0.662741968,,,nan,,,,,,,,,,,,,,,,,,,,,,
,,3/30/2011,0.971240264,,,nan,,,,,,,,,,,,,,,,,,,,,,
,,12/30/2010,0.546384515,,,nan,,,,,,,,,,,,,,,,,,,,,,
,,9/29/2010,0.663307281,,,nan,,,,,,,,,,,,,,,,,,,,,,
,,6/29/2010,0.703206639,,,nan,,,,,,,,,,,,,,,,,,,,,,
,,3/30/2010,0.64893617,,,nan,,,,,,,,,,,,,,,,,,,,,,
,,12/30/2009,0.633695542,,,nan,,,,,,,,,,,,,,,,,,,,,,
,,9/29/2009,0.640256959,,,nan,,,,,,,,,,,,,,,,,,,,,,
,,6/29/2009,0.773192578,,,nan,,,,,,,,,,,,,,,,,,,,,,
,,3/30/2009,1.717421603,,,nan,,,,,,,,,,,,,,,,,,,,,,
,,12/30/2008,1.402135611,,,nan,,,,,,,,,,,,,,,,,,,,,,
,,9/29/2008,0.030179189,,,nan,,,,,,,,,,,,,,,,,,,,,,
,,6/27/2008,0.196577629,,,nan,,,,,,,,,,,,,,,,,,,,,,
,,3/28/2008,-0.214014352,,,nan,,,,,,,,,,,,,,,,,,,,,,
,,12/28/2007,-1.416129703,,,nan,,,,,,,,,,,,,,,,,,,,,,
,,9/27/2007,0.098396275,,,nan,,,,,,,,,,,,,,,,,,,,,,
,,6/28/2007,0.194401244,,,nan,,,,,,,,,,,,,,,,,,,,,,
,,3/29/2007,0.261276242,,,nan,,,,,,,,,,,,,,,,,,,,,,
,,12/28/2006,0.3,,,nan,,,,,,,,,,,,,,,,,,,,,,
,,9/28/2006,0.179785894,,,nan,,,,,,,,,,,,,,,,,,,,,,
,,6/29/2006,0.123451606,,,nan,,,,,,,,,,,,,,,,,,,,,,
,,3/30/2006,0.210007582,,,nan,,,,,,,,,,,,,,,,,,,,,,
,,12/30/2005,0,,,nan,,,,,,,,,,,,,,,,,,,,,,
,,9/30/2005,0.18,,,nan,,,,,,,,,,,,,,,,,,,,,,
,,6/30/2005,0.12,,,nan,,,,,,,,,,,,,,,,,,,,,,
