CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Adjusted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/7/2024,6/30/2024,1.23,1.25,,1.17,,1.12,,0.99,,0.98,,1.06,,1.01,,1.05,,1.09,,1.04,,1.04,,1.02,,,,0.92,,0.88,,1.11,,0.9,,0.9,,0.91,,0.93,,1.01,,1.01,,1,,1,,,,0.91,,0.9,,0.9,,0.95,,0.95,,0.99,,0.95,,0.89,,0.87,,0.87,,0.99,,0.91,,0.91,,0.99,,1.02,,0.85,,0.85,,,,,,,,,,,,,,,,,
,5/8/2024,3/30/2024,0.72,0.91,,0.85,,0.9,,0.94,,0.94,,0.97,,1.07,,1.06,,1.05,,1.07,,,,0.91,,0.88,,1.09,,0.9,,0.89,,0.93,,0.94,,1.05,,1.06,,1.04,,1.04,,,,0.93,,0.9,,0.92,,0.94,,0.92,,0.94,,0.97,,0.92,,0.85,,0.85,,1,,0.91,,0.91,,1.02,,1.07,,0.87,,0.87,,,,,,,,,,,,,,,,,,,,,
,2/14/2024,12/31/2023,0.95,0.95,3/25/2023,0.78,3/25/2023,0.8,3/25/2023,0.84,3/25/2023,1.01,3/25/2023,0.91,3/25/2023,1.01,3/25/2023,1.07,3/25/2023,0.99,3/25/2023,1,2/16/2023,0.94,1/22/2023,0.92,12/15/2022,0.94,11/4/2022,0.92,10/21/2022,0.9,9/16/2022,0.92,8/13/2022,1.01,7/15/2022,1.01,6/14/2022,0.99,5/11/2022,0.99,4/20/2022,,3/18/2022,0.87,2/17/2022,0.81,1/29/2022,0.98,12/28/2021,0.93,11/5/2021,0.95,10/18/2021,0.99,9/16/2021,1,8/14/2021,0.97,7/9/2021,0.94,6/5/2021,0.94,5/7/2021,0.98,4/8/2021,0.94,3/4/2021,0.94,2/5/2021,0.96,1/9/2021,0.85,12/8/2020,0.8,11/7/2020,0.8,10/15/2020,,,,,,,,,,,,,,,,,,,,,,,,
,11/1/2023,9/30/2023,0.75,0.76,,0.89,,0.89,,0.84,,0.96,,1.04,,0.99,,0.99,,0.95,,0.95,,0.94,,0.92,,0.91,,0.92,,1,,1,,0.98,,0.98,,,,0.92,,0.82,,0.98,,0.96,,0.97,,0.98,,0.98,,0.94,,0.92,,0.92,,0.98,,0.94,,0.94,,0.96,,0.96,,0.8,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/2/2023,6/30/2023,0.97,0.88,,0.88,,0.96,,0.9,,0.92,,0.88,,1.11,,0.9,,0.9,,0.91,,0.93,,1.01,,1.01,,1,,1,,,,0.91,,0.9,,0.9,,0.95,,0.95,,0.99,,0.95,,0.89,,0.87,,0.87,,0.99,,0.91,,0.91,,0.99,,1.02,,0.85,,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/3/2023,3/30/2023,0.97,0.96,,0.89,,0.91,,0.88,,1.09,,0.9,,0.89,,0.93,,0.94,,1.05,,1.06,,1.04,,1.04,,,,0.93,,0.9,,0.92,,0.94,,0.92,,0.94,,0.97,,0.92,,0.85,,0.85,,1,,0.91,,0.91,,1.02,,1.07,,0.87,,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/15/2023,12/31/2022,0.86,0.91,,0.77,,0.73,,0.8,,0.84,,0.89,,0.9,,0.97,,0.97,,0.96,,0.98,,0.97,,0.87,2/17/2022,0.81,1/29/2022,0.98,12/28/2021,0.93,11/5/2021,0.95,10/18/2021,0.99,9/16/2021,1,8/14/2021,0.97,7/9/2021,0.94,6/5/2021,0.94,5/7/2021,0.98,4/8/2021,0.94,3/4/2021,0.94,2/5/2021,0.96,1/9/2021,0.85,12/8/2020,0.8,11/7/2020,0.8,10/15/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/2/2022,9/30/2022,0.7,0.71,,0.76,,0.84,,0.84,,0.96,,0.98,,0.96,,0.98,,0.97,,0.92,,0.82,,0.98,,0.96,,0.97,,0.98,,0.98,,0.94,,0.92,,0.92,,0.98,,0.94,,0.94,,0.96,,0.96,,0.8,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/3/2022,6/30/2022,1.08,0.81,,0.93,,0.95,,0.94,,0.99,,0.96,,0.91,,0.9,,0.9,,0.95,,0.95,,0.99,,0.95,,0.89,,0.87,,0.87,,0.99,,0.91,,0.91,,0.99,,1.02,,0.85,,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/4/2022,3/31/2022,1,0.99,,0.89,,0.93,,0.93,,0.9,,0.92,,0.94,,0.92,,0.94,,0.97,,0.92,,0.85,,0.85,,1,,0.91,,0.91,,1.02,,1.07,,0.87,,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/16/2022,12/31/2021,1.04,1.05,,0.87,,0.88,,0.9,,1,,0.95,,0.99,9/16/2021,1,8/14/2021,0.97,7/9/2021,0.94,6/5/2021,0.94,5/7/2021,0.98,4/8/2021,0.94,3/4/2021,0.94,2/5/2021,0.96,1/9/2021,0.85,12/8/2020,0.8,11/7/2020,0.8,10/15/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/3/2021,9/30/2021,1.07,1.07,,0.91,,0.94,,0.94,,0.97,,0.97,,0.98,,0.98,,0.94,,0.92,,0.92,,0.98,,0.94,,0.94,,0.96,,0.96,,0.8,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/11/2021,6/30/2021,1.24,1.04,,0.96,,0.99,,0.96,,0.95,,0.99,,0.95,,0.89,,0.87,,0.87,,0.99,,0.91,,0.91,,0.99,,1.02,,0.85,,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/5/2021,3/31/2021,0.82,0.84,,0.92,,0.94,,0.97,,0.92,,0.85,,0.85,,1,,0.91,,0.91,,1.02,,1.07,,0.87,,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/5/2021,12/31/2020,0.91,0.92,,0.88,,0.84,,0.85,,0.89,,0.9,,0.89,,0.93,,0.94,,0.95,,0.85,10/15/2020,0.81,9/13/2020,0.79,8/6/2020,0.85,6/18/2020,0.74,5/8/2020,0.64,5/7/2020,0.64,,0.53,,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/4/2020,9/30/2020,1.63,0.82,,0.83,,0.82,,0.84,,0.95,,0.96,,0.97,,0.85,,0.81,,0.78,,0.84,,0.74,,0.64,,0.64,,0.55,,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/5/2020,6/30/2020,0.75,0.53,,0.86,,0.87,,0.89,,0.82,,0.8,,0.77,,0.78,,0.7,,0.64,,0.64,,0.53,,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/6/2020,3/31/2020,0.587706516,0.64,,0.8,,0.8,,0.78,,0.78,,0.69,,0.65,,0.65,,0.58,,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/5/2020,12/31/2019,0.629782246,0.63,,0.53,,0.55,,0.64,,0.64,,0.69,,0.67,,0.56,,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/6/2019,9/30/2019,1.073717987,0.6,,0.69,,0.7,,0.66,,0.54,,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/7/2019,6/28/2019,0.403723053,0.4,,0.68,,0.63,,0.68,,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/1/2019,3/29/2019,0.439165035,0.44,,0.59,,0.61,,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/6/2019,12/31/2018,0.360237898,0.36,,0.46,,0.45,,0.47,,0.53,,0.52,,0.6,,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/31/2018,9/28/2018,0.22913971,0.23,,0.44,,0.45,,0.53,,0.6,,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/8/2018,6/29/2018,0.406853239,,,0.35,,0.36,,0.25,,0.5,,0.51,,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/2/2018,3/29/2018,-2.352722338,,,0.37,,0.42,,0.44,,0.5,,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/7/2018,12/29/2017,-0.226117459,,,0.43,,0.44,,0.42,,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/1/2017,9/29/2017,0.437751549,,,0.43,,0.44,,0.48,,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/9/2017,6/30/2017,0.306503056,,,0.42,,0.44,,0.45,,0.43,,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/10/2017,3/31/2017,0.362451579,,,0.38,,0.43,,0.44,,0.39,,0.48,,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2/1/2017,12/30/2016,0.430063141,,,0.36,,0.41,,0.36,,0.46,,0.41,,0.4,,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/2/2016,9/30/2016,0.456289637,,,0.35,,0.37,,0.34,,0.46,,0.38,,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/30/2016,0.314007645,,,0.39,,0.41,,0.39,,0.33,,0.32,,0.38,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/31/2016,-1.039498596,,,0.4,,0.38,,0.34,,0.31,,0.35,,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/31/2015,0.232073023,,,0.33,,0.29,,0.3,,0.36,,0.4,,0.35,,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/30/2015,-0.692499323,,,0.27,,0.29,,0.3,,0.36,,0.4,,0.41,,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/30/2015,0.227531785,,,0.24,,0.27,,0.3,,0.31,,0.27,,0.34,,0.33,,0.34,,0.36,,0.38,,0.37,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/31/2015,0.384066406,,,0.29,,0.28,,0.32,,0.31,,0.34,,0.36,,0.37,,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/31/2014,-0.100734886,,,0.28,,0.31,,0.32,,0.33,,0.34,,0.38,,0.39,,0.41,,0.45,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/30/2014,0.286910194,,,0.28,,0.29,,0.3,,0.32,,0.33,,0.34,,0.35,,0.39,,0.36,,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/30/2014,0.255646179,,,0.27,,0.3,,0.35,,0.29,,0.34,,0.37,,0.44,,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/31/2014,0.309482785,,,0.3,,0.34,,0.3,,0.31,,0.3,,0.28,,0.37,,0.4,,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/31/2013,0.164130996,,,0.29,,0.32,,0.33,,0.31,,0.3,,0.38,,0.39,,0.51,,0.53,,0.51,,0.55,,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/30/2013,0.233839026,,,0.23,,0.27,,0.29,,0.34,,0.48,,0.49,,0.45,,0.49,,0.5,,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/28/2013,0.164732135,,,0.23,,0.24,,0.3,,0.34,,0.35,,0.36,,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/28/2013,0.099439157,,,0.25,,0.31,,0.35,,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/31/2012,0.424340076,,,0.27,,0.28,,0.32,,0.42,,0.44,,0.48,,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/28/2012,0.415065015,,,0.4,,0.43,,0.49,,0.48,,0.49,,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/29/2012,0.344980095,,,0.43,,0.44,,0.45,,0.47,,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/30/2012,0.439383157,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/30/2011,0.421251972,,,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/30/2011,0.405378467,,,0.494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/30/2011,0.392022111,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/31/2011,0.353523482,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/31/2010,0.331105179,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/30/2010,0.214135638,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/30/2010,0.236739577,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/31/2010,-0.129134336,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/31/2009,0.237023767,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/30/2009,0.175690138,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/30/2009,0.16,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/31/2009,0.12,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/31/2008,0.62,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9/30/2008,0.17,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/30/2008,0.2,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
