Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2.1,Q_EPS_Projections_Date_2.1,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
,8/1/2005,0.0575,,,,,,,,,,,,,,
,5/2/2005,0.07,,,,,,,,,,,,,,
,1/31/2005,0.0825,,,,,,,,,,,,,,
,10/29/2004,0.0925,,,,,,,,,,,,,,
,7/30/2004,0.0525,,,,,,,,,,,,,,
,4/30/2004,0.075,,,,,,,,,,,,,,
,1/30/2004,0.113703107,,,,,,,,,,,,,,
,10/31/2003,0.08943777900000001,,,,,,,,,,,,,,
,7/31/2003,0.059912704000000004,,,,,,,,,,,,,,
,4/30/2003,0.05452936,,,,,,,,,,,,,,
,1/31/2003,0.072881721,,,,,,,,,,,,,,
,10/31/2002,0.070419942,,,,,,,,,,,,,,
,7/31/2002,0.059766350999999995,,,,,,,,,,,,,,
,4/30/2002,0.067216727,,,,,,,,,,,,,,
,1/31/2002,0.07,,,,,,,,,,,,,,
,10/31/2001,0.049577145,,,,,,,,,,,,,,
,7/31/2001,0.050113505999999995,,,,,,,,,,,,,,
,4/30/2001,0.054793739,,,,,,,,,,,,,,
,1/31/2001,0.06,,,,,,,,,,,,,,
,10/31/2000,0.069925388,,,,,,,,,,,,,,
,7/31/2000,0.061517724,,,,,,,,,,,,,,
,4/28/2000,0.054400181,,,,,,,,,,,,,,
,1/31/2000,0.055,,,,,,,,,,,,,,
,10/29/1999,0.059955247999999996,,,,,,,,,,,,,,
,7/30/1999,0.045202325999999994,,,,,,,,,,,,,,
,4/30/1999,0.045005144000000004,,,,,,,,,,,,,,
,1/29/1999,0.04875,,,,,,,,,,,,,,
,10/30/1998,0.04658432,,,,,,,,,,,,,,
,7/31/1998,0.031958321,,,,,,,,,,,,,,
,4/30/1998,0.031778714,,,,,,,,,,,,,,
,1/30/1998,0.03625,,,,,,,,,,,,,,
,10/31/1997,0.036583749,,,,,,,,,,,,,,
,7/31/1997,0.01688929,,,,,,,,,,,,,,
,4/30/1997,0.016169733000000002,,,,,,,,,,,,,,
,1/31/1997,0.074375,,,,,,,,,,,,,,
,10/31/1996,0.030174362000000003,,,,,,,,,,,,,,
,7/31/1996,0.010974525,,,,,,,,,,,,,,
,4/30/1996,0.010361829,,,,,,,,,,,,,,
,1/31/1996,0.0021875,,,,,,,,,,,,,,
,10/31/1995,0.013774152,,,,,,,,,,,,,,
,7/31/1995,-0.011480623,,,,,,,,,,,,,,
,4/28/1995,0.002706596,,,,,,,,,,,,,,
,1/31/1995,0.004375,,,,,,,,,,,,,,
,10/31/1994,0.013158909,,,,,,,,,,,,,,
,7/29/1994,0.007195182,,,,,,,,,,,,,,
,4/29/1994,0.007416285999999999,,,,,,,,,,,,,,
,1/31/1994,0.0121875,,,,,,,,,,,,,,
,10/29/1993,0.0190625,,,,,,,,,,,,,,
,7/30/1993,0.0103125,,,,,,,,,,,,,,
