CNBC_Matches_Reported_EPS,Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,,,,,,,,,,,,,,,,,
,,6/24/2005,0.22,,nan,,,,,,,,,,,,,,,,,,,,,,
,,3/24/2005,0.2,,nan,,,,,,,,,,,,,,,,,,,,,,
,,12/31/2004,0.21,,nan,,,,,,,,,,,,,,,,,,,,,,
,,9/24/2004,0.08,,nan,,,,,,,,,,,,,,,,,,,,,,
,,6/25/2004,0.13,,nan,,,,,,,,,,,,,,,,,,,,,,
,,3/30/2004,0.04,,nan,,,,,,,,,,,,,,,,,,,,,,
,,12/31/2003,0.03,,nan,,,,,,,,,,,,,,,,,,,,,,
,,9/26/2003,-0.06,,nan,,,,,,,,,,,,,,,,,,,,,,
,,6/30/2003,-0.13,,nan,,,,,,,,,,,,,,,,,,,,,,
,,3/31/2003,-0.17,,nan,,,,,,,,,,,,,,,,,,,,,,
,,12/31/2002,-0.1,,nan,,,,,,,,,,,,,,,,,,,,,,
,,9/27/2002,-0.12,,nan,,,,,,,,,,,,,,,,,,,,,,
,,6/28/2002,0.02,,nan,,,,,,,,,,,,,,,,,,,,,,
,,3/28/2002,-0.23,,nan,,,,,,,,,,,,,,,,,,,,,,
,,12/31/2001,-0.415,,nan,,,,,,,,,,,,,,,,,,,,,,
,,9/28/2001,-0.415,,nan,,,,,,,,,,,,,,,,,,,,,,
,,6/29/2001,-0.1,,nan,,,,,,,,,,,,,,,,,,,,,,
,,3/30/2001,-0.1,,nan,,,,,,,,,,,,,,,,,,,,,,
,,12/29/2000,0.235,,nan,,,,,,,,,,,,,,,,,,,,,,
,,9/29/2000,0.235,,nan,,,,,,,,,,,,,,,,,,,,,,
,,6/30/2000,0.155,,nan,,,,,,,,,,,,,,,,,,,,,,
,,3/31/2000,0.155,,nan,,,,,,,,,,,,,,,,,,,,,,
,,12/31/1999,0.03,,nan,,,,,,,,,,,,,,,,,,,,,,
,,9/30/1999,0.03,,nan,,,,,,,,,,,,,,,,,,,,,,
,,6/30/1999,0.03,,nan,,,,,,,,,,,,,,,,,,,,,,
