Q_Report_Date,Q_Date,Q_EPS_Diluted,Q_EPS_Projections_Date_0,Q_EPS_Projections_1,Q_EPS_Projections_Date_1,Q_EPS_Projections_2,Q_EPS_Projections_Date_2,Q_EPS_Projections_3,Q_EPS_Projections_Date_3,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
,6/30/2017,35.1920514,,28.89,,28.35,,,,,,,,,,,,
,3/31/2017,25.12155236,,21.03,,,,,,,,,,,,,,
,12/30/2016,37.79834669,,33.09,,,,,,,,,,,,,,
,9/30/2016,28.45866667,,29.46,,,,,,,,,,,,,,
,6/30/2016,22.01104442,,26.01,,,,,,,,,,,,,,
,3/31/2016,15.79274486,,14.96,,,,,,,,,,,,,,
,12/31/2015,31.92091472,,29.68,,,,,,,,,,,,,,
,9/30/2015,27.11,,26.64,,,,,,,,,,,,,,
,6/30/2015,21.91,,19.09,,,,,,,,,,,,,,
,3/31/2015,9.22,,9.9,,,,,,,,,,,,,,
,12/31/2014,23.24,,24.16,,,,,,,,,,,,,,
,9/30/2014,20.7,,20.48,,,,,,,,,,,,,,
,6/30/2014,15.17,,14.88,,,,,,,,,,,,,,
,3/31/2014,5.16,,10.02,,,,,,,,,,,,,,
,12/31/2013,21.15,,16.26,,,,,,,,,,,,,,
,9/30/2013,17.67,,15.26,,,,,,,,,,,,,,
,6/28/2013,10.11,,11.94,,,,,,,,,,,,,,
,3/28/2013,6.84,,8.0,,,,,,,,,,,,,,
,12/31/2012,11.98,,,,,,,,,,,,,,,,
,9/28/2012,10.33,,,,,,,,,,,,,,,,
,6/29/2012,8.97,,,,,,,,,,,,,,,,
,3/30/2012,3.9,,,,,,,,,,,,,,,,
,12/30/2011,6.32,,,,,,,,,,,,,,,,
,9/30/2011,7.98,,,,,,,,,,,,,,,,
,6/30/2011,6.48,,,,,,,,,,,,,,,,
,3/31/2011,2.52,,,,,,,,,,,,,,,,
,12/31/2010,9.96,,,,,,,,,,,,,,,,
,9/30/2010,7.31,,,,,,,,,,,,,,,,
,6/30/2010,11.13,,,,,,,,,,,,,,,,
,3/31/2010,5.01,,,,,,,,,,,,,,,,
,12/31/2009,9.61,,,,,,,,,,,,,,,,
,9/30/2009,11.59,,,,,,,,,,,,,,,,
,6/30/2009,6.79,,,,,,,,,,,,,,,,
,3/31/2009,3.02,,,,,,,,,,,,,,,,
,12/31/2008,-5.54,,,,,,,,,,,,,,,,
,9/30/2008,6.12,,,,,,,,,,,,,,,,
,6/30/2008,8.64,,,,,,,,,,,,,,,,
,3/31/2008,7.42,,,,,,,,,,,,,,,,
,12/31/2007,11.72,,,,,,,,,,,,,,,,
,9/28/2007,15.26,,,,,,,,,,,,,,,,
,6/29/2007,14.14,,,,,,,,,,,,,,,,
,3/30/2007,12.96,,,,,,,,,,,,,,,,
,12/29/2006,20.86,,,,,,,,,,,,,,,,
,9/29/2006,19.63,,,,,,,,,,,,,,,,
,6/30/2006,28.08,,,,,,,,,,,,,,,,
,3/31/2006,19.48,,,,,,,,,,,,,,,,
,12/30/2005,30.29,,,,,,,,,,,,,,,,
,9/30/2005,24.33,,,,,,,,,,,,,,,,
,6/30/2005,21.42,,,,,,,,,,,,,,,,
,3/31/2005,14.38,,,,,,,,,,,,,,,,
,12/31/2004,20.13,,,,,,,,,,,,,,,,
,9/30/2004,19.04,,,,,,,,,,,,,,,,
,6/30/2004,14.82,,,,,,,,,,,,,,,,
,3/31/2004,12.58,,,,,,,,,,,,,,,,
,12/31/2003,14.91,,,,,,,,,,,,,,,,
,9/30/2003,12.55,,,,,,,,,,,,,,,,
,6/30/2003,10.9,,,,,,,,,,,,,,,,
,3/31/2003,10.1,,,,,,,,,,,,,,,,
,12/31/2002,8.91,,,,,,,,,,,,,,,,
,9/30/2002,10.14,,,,,,,,,,,,,,,,
,6/28/2002,8.9,,,,,,,,,,,,,,,,
,3/28/2002,8.17,,,,,,,,,,,,,,,,
,12/31/2001,7.41,,,,,,,,,,,,,,,,
,9/28/2001,6.68,,,,,,,,,,,,,,,,
,6/29/2001,6.1,,,,,,,,,,,,,,,,
,3/30/2001,4.84,,,,,,,,,,,,,,,,
,12/29/2000,4.51,,,,,,,,,,,,,,,,
,9/29/2000,4.3,,,,,,,,,,,,,,,,
,6/30/2000,3.62,,,,,,,,,,,,,,,,
,3/31/2000,2.9,,,,,,,,,,,,,,,,
,12/31/1999,2.18,,,,,,,,,,,,,,,,
,9/30/1999,2.52,,,,,,,,,,,,,,,,
,6/30/1999,2.26,,,,,,,,,,,,,,,,
,3/31/1999,2.02,,,,,,,,,,,,,,,,
,12/31/1998,1.16,,,,,,,,,,,,,,,,
,9/30/1998,1.87,,,,,,,,,,,,,,,,
,6/30/1998,1.15,,,,,,,,,,,,,,,,
,3/31/1998,0.81,,,,,,,,,,,,,,,,
,12/31/1997,0.39,,,,,,,,,,,,,,,,
,9/30/1997,0.68,,,,,,,,,,,,,,,,
,6/30/1997,0.71,,,,,,,,,,,,,,,,
,3/31/1997,0.42,,,,,,,,,,,,,,,,
,12/31/1996,0.34,,,,,,,,,,,,,,,,
,9/30/1996,0.58,,,,,,,,,,,,,,,,
,6/28/1996,0.56,,,,,,,,,,,,,,,,
,3/29/1996,0.23,,,,,,,,,,,,,,,,
,12/29/1995,0.31,,,,,,,,,,,,,,,,
,9/29/1995,0.38,,,,,,,,,,,,,,,,
,6/30/1995,0.33,,,,,,,,,,,,,,,,
